"class_name","class_rating","professor_name","overall","easiness","workload","clarity","helpfulness"
"MUSIC C267","N/A","Inna Faliks","N/A","N/A","N/A","N/A","N/A"
"MUSIC C267","N/A","Walter Ponce","N/A","N/A","N/A","N/A","N/A"
"MUSIC C477","N/A","Kenneth Burrell","N/A","N/A","N/A","N/A","N/A"
"MUSIC C477","N/A","Gary Gray","N/A","N/A","N/A","N/A","N/A"
"MUSIC C477","N/A","Rakefet Hak","N/A","N/A","N/A","N/A","N/A"
"MUSIC C477","N/A","Antonio Lysy","N/A","N/A","N/A","N/A","N/A"
"MUSIC C477","N/A","Douglas Masek","N/A","N/A","N/A","N/A","N/A"
"MUSIC C477","N/A","Richard O&#39;Neill","N/A","N/A","N/A","N/A","N/A"
"MUSIC C477","N/A","Walter Ponce","N/A","N/A","N/A","N/A","N/A"
"MUSIC C477","N/A","Sheridon Stokes","N/A","N/A","N/A","N/A","N/A"
"MUSIC C477","N/A","Guillaume Sutre","N/A","N/A","N/A","N/A","N/A"
"MUSIC C480","N/A","Lesley Leighton","N/A","N/A","N/A","N/A","N/A"
"MUSIC C481","N/A","Maxim Kuzin","N/A","N/A","N/A","N/A","N/A"
"MUSIC C481","N/A","Gary Smith","N/A","N/A","N/A","N/A","N/A"
"MUSIC C481","N/A","Neal Stulberg","N/A","N/A","N/A","N/A","N/A"
"MUSIC C482","N/A","Meredith Burns","N/A","N/A","N/A","N/A","N/A"
"MUSIC C482","N/A","Travis Cross","N/A","N/A","N/A","N/A","N/A"
"MUSIC C482","N/A","Anastasia Petanova","N/A","N/A","N/A","N/A","N/A"
"MUSIC C482","N/A","Ian Richard","N/A","N/A","N/A","N/A","N/A"
"MUSIC C485","N/A","Jonathan Bhatia","N/A","N/A","N/A","N/A","N/A"
"MUSIC C485","N/A","Christoph Bull","N/A","N/A","N/A","N/A","N/A"
"MUSIC C485","N/A","Raynor Carroll","N/A","N/A","N/A","N/A","N/A"
"MUSIC C485","N/A","Gloria Cheng","N/A","N/A","N/A","N/A","N/A"
"MUSIC C485","N/A","Theresa Dimond","N/A","N/A","N/A","N/A","N/A"
"MUSIC C485","N/A","Inna Faliks","N/A","N/A","N/A","N/A","N/A"
"MUSIC C485","N/A","Juliana Gondek","N/A","N/A","N/A","N/A","N/A"
"MUSIC C485","N/A","Gary Gray","N/A","N/A","N/A","N/A","N/A"
"MUSIC C485","N/A","Dawn Hamilton","N/A","N/A","N/A","N/A","N/A"
"MUSIC C485","N/A","Christopher Hanulik","N/A","N/A","N/A","N/A","N/A"
"MUSIC C90E","N/A","Maxim Kuzin","N/A","N/A","N/A","N/A","N/A"
"MUSIC C90E","N/A","Gary Smith","N/A","N/A","N/A","N/A","N/A"
"MUSIC C90E","N/A","Neal Stulberg","N/A","N/A","N/A","N/A","N/A"
"MUSIC M10A","N/A","Mark Carlson","N/A","N/A","N/A","N/A","N/A"
"MUSIC M10B","N/A","Mark Carlson","N/A","N/A","N/A","N/A","N/A"
"MUSIC M10B","N/A","Luke Storm","N/A","N/A","N/A","N/A","N/A"
"MUSIC M10B","N/A","Ty-Juana Taylor","N/A","N/A","N/A","N/A","N/A"
"MUSIC M10B","N/A","David Wilson","N/A","N/A","N/A","N/A","N/A"
"MUSIC M10C","N/A","Mark Carlson","N/A","N/A","N/A","N/A","N/A"
"MUSIC M201","N/A","Richard Danielpour","N/A","N/A","N/A","N/A","N/A"
"MUSIC M90T","N/A","Robert Fink","N/A","N/A","N/A","N/A","N/A"
"MUSIC M90T","N/A","Elisabeth Le guin","N/A","N/A","N/A","N/A","N/A"
"MUSIC M90T","N/A","Emma Stansfield","N/A","N/A","N/A","N/A","N/A"
"MUSIC M90T","N/A","Lindsey Strand-Polyak","N/A","N/A","N/A","N/A","N/A"
"MUS HST 191G","5.0","Monica Chieffo","N/A","N/A","N/A","N/A","N/A"
"MUS HST 191G","5.0","David Leaf","5.0","5.0","4.4","4.6","4.6"
"MUS HST 191G","5.0","Elisabeth Le guin","N/A","N/A","N/A","N/A","N/A"
"MUS HST 191G","5.0","Tamara Levitz","N/A","N/A","N/A","N/A","N/A"
"MUS HST 191G","5.0","Graham Raulerson","N/A","N/A","N/A","N/A","N/A"
"MUS HST 191G","5.0","Holley Replogle","N/A","N/A","N/A","N/A","N/A"
"MUS HST 191G","5.0","T Taylor","N/A","N/A","N/A","N/A","N/A"
"MUS HST 1","4.7","David Leaf","4.7","4.9","5.0","4.6","4.3"
"MUS HST 66","4.7","Elizabeth Upton","4.7","3.4","3.6","4.1","4.1"
"MUS HST 68","4.6","Benjamin Court","N/A","N/A","N/A","N/A","N/A"
"MUS HST 68","4.6","Elizabeth Upton","4.6","3.4","3.4","4.5","3.8"
"MUS HST 22","4.5","E Wald","4.5","3.0","2.7","4.0","4.5"
"MUS HST 8","4.5","Robert Fink","4.5","3.0","4.0","4.5","4.5"
"MUS HST 8","4.5","Tiffany Naiman","N/A","N/A","N/A","N/A","N/A"
"MUS HST M137","4.5","Zarah Ersoff","N/A","N/A","N/A","N/A","N/A"
"MUS HST M137","4.5","Raymond Knapp","N/A","N/A","N/A","N/A","N/A"
"MUS HST M137","4.5","M Morris","4.5","1.5","1.5","5.0","4.5"
"MUS HST M137","4.5","Mitchell Morris","N/A","N/A","N/A","N/A","N/A"
"MUS HST M137","4.5","Morgan Woolsey","N/A","N/A","N/A","N/A","N/A"
"MUS HST M87","4.5","Roger Bourland","4.5","3.0","2.5","4.5","5.0"
"MUS HST M87","4.5","Adam Gilberti","N/A","N/A","N/A","N/A","N/A"
"MUS HST M87","4.5","Tamara Levitz","N/A","N/A","N/A","N/A","N/A"
"MUS HST M87","4.5","Susan Mcclary","N/A","N/A","N/A","N/A","N/A"
"MUS HST M87","4.5","James Newton","N/A","N/A","N/A","N/A","N/A"
"MUS HST M87","4.5","A Racy","N/A","N/A","N/A","N/A","N/A"
"MUS HST M87","4.5","H Rees","N/A","N/A","N/A","N/A","N/A"
"MUS HST M87","4.5","Robert Winter","N/A","N/A","N/A","N/A","N/A"
"MUS HST 26A","4.4","Elizabeth Upton","4.4","3.4","3.1","4.6","3.9"
"MUS HST 5","4.4","Jerome Camal","N/A","N/A","N/A","N/A","N/A"
"MUS HST 5","4.4","Nina Eidsheim","N/A","N/A","N/A","N/A","N/A"
"MUS HST 5","4.4","Robert Fink","N/A","N/A","N/A","N/A","N/A"
"MUS HST 5","4.4","Raymond Knapp","N/A","N/A","N/A","N/A","N/A"
"MUS HST 5","4.4","C O&#39;meara","N/A","N/A","N/A","N/A","N/A"
"MUS HST 5","4.4","Graham Raulerson","4.4","3.6","2.6","4.2","4.0"
"MUS HST 64","3.6","Alexandra Apolloni","N/A","N/A","N/A","N/A","N/A"
"MUS HST 64","3.6","Robert Fink","3.6","1.4","1.4","3.8","3.6"
"MUS HST 64","3.6","Schuyler Whelden","N/A","N/A","N/A","N/A","N/A"
"MUS HST 60","3.3","T Decker","N/A","N/A","N/A","N/A","N/A"
"MUS HST 60","3.3","Raymond Knapp","3.7","4.3","4.2","2.5","3.7"
"MUS HST 60","3.3","Tamara Levitz","N/A","N/A","N/A","N/A","N/A"
"MUS HST 60","3.3","Graham Raulerson","4.0","4.2","3.0","4.2","4.0"
"MUS HST 60","3.3","H Replogle","2.6","2.7","2.4","2.7","3.4"
"MUS HST 60","3.3","Arreanna Rostosky","N/A","N/A","N/A","N/A","N/A"
"MUS HST 135A","3.2","Olivia Bloechl","3.2","2.5","1.8","4.8","3.8"
"MUS HST 26C","3.2","Raymond Knapp","3.2","4.0","4.5","2.2","3.0"
"MUS HST 26C","3.2","Elisabeth Le guin","N/A","N/A","N/A","N/A","N/A"
"MUS HST M136","3.1","Alexandra Apolloni","N/A","N/A","N/A","N/A","N/A"
"MUS HST M136","3.1","Olivia Bloechl","3.6","2.2","2.0","4.4","3.6"
"MUS HST M136","3.1","Erin Brooks","N/A","N/A","N/A","N/A","N/A"
"MUS HST M136","3.1","Raymond Knapp","N/A","N/A","N/A","N/A","N/A"
"MUS HST M136","3.1","H Replogle","2.6","2.7","2.4","2.0","3.1"
"MUS HST M136","3.1","Ryan Rowen","4.0","3.0","4.0","4.0","5.0"
"MUS HST 62","2.9","Olivia Bloechl","3.5","2.2","2.2","4.5","4.0"
"MUS HST 62","2.9","H Replogle","2.3","2.5","2.5","2.7","3.3"
"MUS HST 62","2.9","Eric Wang","N/A","N/A","N/A","N/A","N/A"
"MUS HST 160","2.5","H Replogle","2.5","2.5","2.5","2.2","3.5"
"MUS HST 125A","N/A","Elizabeth Upton","N/A","N/A","N/A","N/A","N/A"
"MUS HST 125B","N/A","Olivia Bloechl","N/A","N/A","N/A","N/A","N/A"
"MUS HST 125B","N/A","Lindsay Johnson","N/A","N/A","N/A","N/A","N/A"
"MUS HST 125C","N/A","Elisabeth Le guin","N/A","N/A","N/A","N/A","N/A"
"MUS HST 125D","N/A","Raymond Knapp","N/A","N/A","N/A","N/A","N/A"
"MUS HST 125E","N/A","Tamara Levitz","N/A","N/A","N/A","N/A","N/A"
"MUS HST 125F","N/A","Tamara Levitz","N/A","N/A","N/A","N/A","N/A"
"MUS HST 125F","N/A","Graham Raulerson","N/A","N/A","N/A","N/A","N/A"
"MUS HST 126C","N/A","Nina Eidsheim","N/A","N/A","N/A","N/A","N/A"
"MUS HST 126C","N/A","Tamara Levitz","N/A","N/A","N/A","N/A","N/A"
"MUS HST 12W","N/A","K Brown","N/A","N/A","N/A","N/A","N/A"
"MUS HST 12W","N/A","M Derrico","N/A","N/A","N/A","N/A","N/A"
"MUS HST 12W","N/A","Nina Eidsheim","N/A","N/A","N/A","N/A","N/A"
"MUS HST 12W","N/A","Elisabeth Le guin","N/A","N/A","N/A","N/A","N/A"
"MUS HST 135B","N/A","Olivia Bloechl","N/A","N/A","N/A","N/A","N/A"
"MUS HST 168","N/A","Elizabeth Upton","N/A","N/A","N/A","N/A","N/A"
"MUS HST 170","N/A","Susan Mcclary","N/A","N/A","N/A","N/A","N/A"
"MUS HST 177","N/A","Graham Raulerson","N/A","N/A","N/A","N/A","N/A"
"MUS HST 177","N/A","Holley Replogle","N/A","N/A","N/A","N/A","N/A"
"MUS HST 185","N/A","Robert Fink","N/A","N/A","N/A","N/A","N/A"
"MUS HST 188SB","N/A","Raymond Knapp","N/A","N/A","N/A","N/A","N/A"
"MUS HST 191T","N/A","Alexandra Apolloni","N/A","N/A","N/A","N/A","N/A"
"MUS HST 191T","N/A","Elisabeth Le guin","N/A","N/A","N/A","N/A","N/A"
"MUS HST 191T","N/A","Joanna Love-Tulloch","N/A","N/A","N/A","N/A","N/A"
"MUS HST 193D","N/A","T Decker","N/A","N/A","N/A","N/A","N/A"
"MUS HST 26B","N/A","N Treadwell","N/A","N/A","N/A","N/A","N/A"
"MUS HST 3","N/A","Lindsey Strand-Polyak","N/A","N/A","N/A","N/A","N/A"
"MUS HST 61","N/A","Tamara Levitz","N/A","N/A","N/A","N/A","N/A"
"MUS HST 67","N/A","Mark Kligman","N/A","N/A","N/A","N/A","N/A"
"MUS HST 70","N/A","Hyun Chang","N/A","N/A","N/A","N/A","N/A"
"MUS HST 70","N/A","Ljubica Ilic","N/A","N/A","N/A","N/A","N/A"
"MUS HST 70","N/A","Susan Mcclary","N/A","N/A","N/A","N/A","N/A"
"MUS HST 70","N/A","Graham Raulerson","N/A","N/A","N/A","N/A","N/A"
"MUS HST 71","N/A","Olivia Bloechl","N/A","N/A","N/A","N/A","N/A"
"MUS HST 72","N/A","Hyun Chang","N/A","N/A","N/A","N/A","N/A"
"MUS HST 72","N/A","Eric Wang","N/A","N/A","N/A","N/A","N/A"
"MUS HST 9","N/A","David Macfadyen","N/A","N/A","N/A","N/A","N/A"
"MUS HST 94","N/A","David Macfadyen","N/A","N/A","N/A","N/A","N/A"
"MUS HST 98T","N/A","Robert Fink","N/A","N/A","N/A","N/A","N/A"
"MUS HST 98T","N/A","Tiffany Naiman","N/A","N/A","N/A","N/A","N/A"
"MUS HST CM186","N/A","A Seeger","N/A","N/A","N/A","N/A","N/A"
"MUS HST CM90T","N/A","Elisabeth Le guin","N/A","N/A","N/A","N/A","N/A"
"MUS HST CM90T","N/A","Emma Stansfield","N/A","N/A","N/A","N/A","N/A"
"MUS HST M10A","N/A","Mark Carlson","N/A","N/A","N/A","N/A","N/A"
"MUS HST M10B","N/A","Mark Carlson","N/A","N/A","N/A","N/A","N/A"
"MUS HST M10B","N/A","Luke Storm","N/A","N/A","N/A","N/A","N/A"
"MUS HST M10B","N/A","Ty-Juana Taylor","N/A","N/A","N/A","N/A","N/A"
"MUS HST M10B","N/A","David Wilson","N/A","N/A","N/A","N/A","N/A"
"MUS HST M10C","N/A","Mark Carlson","N/A","N/A","N/A","N/A","N/A"
"MUSCLGY 200A","3.8","Mitchell Morris","4.2","2.5","2.5","4.2","4.2"
"MUSCLGY 200A","3.8","Holley Replogle","3.5","3.3","3.2","3.3","2.8"
"MUSCLGY 200A","3.8","Elizabeth Upton","3.8","2.5","2.2","3.8","3.0"
"MUSCLGY 599","3.7","Nina Eidsheim","3.2","3.4","3.2","2.4","3.2"
"MUSCLGY 599","3.7","Robert Fink","3.2","2.2","1.2","3.8","3.5"
"MUSCLGY 599","3.7","Elisabeth Le guin","3.5","1.8","1.5","3.5","3.7"
"MUSCLGY 599","3.7","Tamara Levitz","3.8","1.6","2.0","4.0","3.6"
"MUSCLGY 599","3.7","Mitchell Morris","4.6","2.8","2.6","4.4","4.2"
"MUSCLGY 599","3.7","Holley Replogle","3.7","3.7","3.4","3.1","3.7"
"MUSCLGY 599","3.7","Elizabeth Upton","3.6","2.6","2.8","3.4","3.4"
"MUSCLGY 224","3.4","Nina Eidsheim","3.0","3.8","3.4","2.8","3.4"
"MUSCLGY 224","3.4","Tamara Levitz","3.7","2.3","1.7","3.7","3.7"
"MUSCLGY 260A","3.4","Raymond Knapp","3.6","2.1","2.3","3.7","3.4"
"MUSCLGY 260A","3.4","Elizabeth Upton","3.2","2.3","2.2","3.8","3.5"
"MUSCLGY 261A","3.3","Raymond Knapp","3.3","2.3","2.0","3.7","3.5"
"MUSCLGY 240","3.2","Nina Eidsheim","3.2","3.8","3.5","2.5","3.5"
"MUSCLGY 260C","3.2","Holley Replogle","3.2","3.5","3.2","3.2","3.8"
"MUSCLGY 264","3.2","Robert Fink","3.2","1.0","1.8","3.2","3.2"
"MUSCLGY 200B","3.0","Olivia Bloechl","N/A","N/A","N/A","N/A","N/A"
"MUSCLGY 200B","3.0","Nina Eidsheim","3.0","3.5","3.3","2.5","3.2"
"MUSCLGY 260E","3.0","Nina Eidsheim","3.0","3.4","3.4","2.6","3.6"
"MUSCLGY 250","N/A","Elizabeth Upton","N/A","N/A","N/A","N/A","N/A"
"MUSCLGY 255","N/A","Raymond Knapp","N/A","N/A","N/A","N/A","N/A"
"MUSCLGY 256","N/A","Raymond Knapp","N/A","N/A","N/A","N/A","N/A"
"MUSCLGY 261","N/A","Elisabeth Le guin","N/A","N/A","N/A","N/A","N/A"
"MUSCLGY 291","N/A","Olivia Bloechl","N/A","N/A","N/A","N/A","N/A"
"MUSCLGY 299","N/A","Raymond Knapp","N/A","N/A","N/A","N/A","N/A"
"MUSCLGY 375","N/A","Olivia Bloechl","N/A","N/A","N/A","N/A","N/A"
"MUSCLGY 375","N/A","Mark Kligman","N/A","N/A","N/A","N/A","N/A"
"MUSCLGY 375","N/A","Mitchell Morris","N/A","N/A","N/A","N/A","N/A"
"MUSCLGY 375","N/A","Graham Raulerson","N/A","N/A","N/A","N/A","N/A"
"MUSCLGY 375","N/A","Ryan Rowen","N/A","N/A","N/A","N/A","N/A"
"MUSCLGY 375","N/A","Jessica Schwartz","N/A","N/A","N/A","N/A","N/A"
"MUSCLGY C490T","N/A","Elisabeth Le guin","N/A","N/A","N/A","N/A","N/A"
"MUSCLGY C490T","N/A","Emma Stansfield","N/A","N/A","N/A","N/A","N/A"
"MUSCLGY M201","N/A","Richard Danielpour","N/A","N/A","N/A","N/A","N/A"
"NAV SCI 1A","4.8","Jonathan Bell","N/A","N/A","N/A","N/A","N/A"
"NAV SCI 1A","4.8","M Brownlie","4.8","2.7","2.7","4.3","4.7"
"NAV SCI 1A","4.8","B Brustuen","N/A","N/A","N/A","N/A","N/A"
"NAV SCI 1A","4.8","T Elmasry","N/A","N/A","N/A","N/A","N/A"
"NAV SCI 101A","4.7","J Davenport","N/A","N/A","N/A","N/A","N/A"
"NAV SCI 101A","4.7","R Luby","N/A","N/A","N/A","N/A","N/A"
"NAV SCI 101A","4.7","Angus Mccoll","4.7","1.8","1.7","4.7","4.8"
"NAV SCI 20B","4.5","James Bell","4.5","2.2","2.5","4.5","4.5"
"NAV SCI 20B","4.5","Jonathan Bell","N/A","N/A","N/A","N/A","N/A"
"NAV SCI 20B","4.5","B Brustuen","N/A","N/A","N/A","N/A","N/A"
"NAV SCI 20B","4.5","T Elmasry","N/A","N/A","N/A","N/A","N/A"
"NAV SCI 101B","N/A","R Luby","N/A","N/A","N/A","N/A","N/A"
"NAV SCI 102B","N/A","J Antolin","N/A","N/A","N/A","N/A","N/A"
"NAV SCI 102B","N/A","M Mowad","N/A","N/A","N/A","N/A","N/A"
"NAV SCI 102B","N/A","M Palmer","N/A","N/A","N/A","N/A","N/A"
"NAV SCI 102C","N/A","J Carl","N/A","N/A","N/A","N/A","N/A"
"NAV SCI 102C","N/A","J Hitesman","N/A","N/A","N/A","N/A","N/A"
"NAV SCI 103","N/A","M Burrell","N/A","N/A","N/A","N/A","N/A"
"NAV SCI 103","N/A","F Caceres","N/A","N/A","N/A","N/A","N/A"
"NAV SCI 103","N/A","E Hamstra","N/A","N/A","N/A","N/A","N/A"
"NAV SCI 104","N/A","M Burrell","N/A","N/A","N/A","N/A","N/A"
"NAV SCI 104","N/A","M Palmer","N/A","N/A","N/A","N/A","N/A"
"NAV SCI 19","N/A","J Hitesman","N/A","N/A","N/A","N/A","N/A"
"NR EAST 50B","4.8","Carol Bakhos","4.8","2.3","2.3","4.2","4.7"
"NR EAST 50B","4.8","Jacco Dieleman","4.9","2.7","2.7","4.6","4.4"
"NR EAST 50C","4.4","Latifeh Hagigi","4.4","2.6","2.4","4.4","4.4"
"NR EAST 89HC","4.4","Latifeh Hagigi","4.4","2.4","2.4","3.9","4.0"
"NR EAST 210","4.2","Carol Bakhos","4.3","2.0","2.4","4.0","4.4"
"NR EAST 210","4.2","Peter Cowe","4.5","1.7","1.5","4.5","4.8"
"NR EAST 210","4.2","Anahid Keshishian","3.8","2.2","2.0","3.2","3.5"
"NR EAST 19","4.0","Carol Bakhos","4.6","2.6","2.8","4.8","4.6"
"NR EAST 19","4.0","Peter Cowe","4.7","1.5","1.8","4.2","4.5"
"NR EAST 19","4.0","Nancy Ezer","4.5","2.2","2.8","4.5","4.2"
"NR EAST 19","4.0","Michael Fishbein","4.2","1.6","1.8","3.4","3.6"
"NR EAST 19","4.0","Latifeh Hagigi","3.5","2.2","2.5","4.0","3.8"
"NR EAST 19","4.0","Guliz Kuruoglu","3.7","2.3","2.5","3.5","3.8"
"NR EAST 19","4.0","William Schniedewind","3.5","2.7","2.5","3.5","3.2"
"NR EAST 19","4.0","Jeremy Smoak","3.4","2.4","2.4","3.4","4.0"
"NR EAST 599","3.9","Carol Bakhos","4.4","2.8","2.0","4.4","4.6"
"NR EAST 599","3.9","Michael Cooperson","4.6","2.0","1.9","4.3","4.4"
"NR EAST 599","3.9","Jacco Dieleman","4.5","2.7","2.7","4.7","4.7"
"NR EAST 599","3.9","Nancy Ezer","4.6","2.6","2.3","4.6","4.6"
"NR EAST 599","3.9","Lev Hakak","2.5","3.2","3.8","2.5","3.2"
"NR EAST 599","3.9","Nahid Pirnazar","2.2","1.4","1.6","1.4","1.8"
"NR EAST 599","3.9","Ismail Poonawala","2.9","3.0","2.7","2.6","2.6"
"NR EAST 599","3.9","Yona Sabar","4.5","2.2","2.2","3.8","4.5"
"NR EAST 599","3.9","William Schniedewind","3.6","2.7","2.7","3.6","3.4"
"NR EAST 599","3.9","Jeremy Smoak","3.7","2.6","2.7","4.1","4.0"
"NR EAST 290","3.8","Jeremy Smoak","3.8","2.7","2.5","3.8","3.5"
"NR EAST M20","3.7","Aaron Burke","3.6","2.0","2.0","3.4","3.4"
"NR EAST M20","3.7","Robert Englund","2.6","1.7","1.9","2.7","3.6"
"NR EAST M20","3.7","Jeremy Smoak","4.1","2.7","2.7","4.0","4.0"
"NR EAST M20","3.7","David Wolpe","4.6","1.6","1.7","4.6","4.3"
"NR EAST 189","3.6","Carol Bakhos","4.3","2.7","2.2","4.3","4.2"
"NR EAST 189","3.6","Elizabeth Carter","1.4","1.8","1.6","1.6","1.8"
"NR EAST 189","3.6","Peter Cowe","4.7","1.5","1.5","4.3","4.7"
"NR EAST 201","3.6","Latifeh Hagigi","3.7","2.3","2.4","4.4","4.4"
"NR EAST 201","3.6","Hagop Kouloujian","4.8","2.4","2.4","4.4","4.6"
"NR EAST 201","3.6","Nahid Pirnazar","2.0","1.8","2.0","1.8","2.8"
"NEURBIO 199","4.8","John Schlag","4.8","1.0","1.0","4.3","4.8"
"NEURBIO M169","4.7","Robert Frank Jr","N/A","N/A","N/A","N/A","N/A"
"NEURBIO M169","4.7","Felix Schweizer","4.7","1.9","1.9","4.4","4.9"
"NEURBIO 220","4.6","Arnold Scheibel","4.6","1.0","1.0","4.2","4.6"
"NEURBIO 99","4.6","Arnold Scheibel","4.7","1.0","1.0","4.7","4.8"
"NEURBIO 99","4.6","Felix Schweizer","4.6","2.0","2.6","4.0","4.8"
"NEURBIO 99","4.6","Joshua Trachtenberg","4.5","1.3","1.3","4.3","3.8"
"NEURBIO 19","4.5","Arnold Scheibel","4.7","1.0","1.0","4.7","4.2"
"NEURBIO 19","4.5","Joshua Trachtenberg","4.3","1.5","1.0","4.3","3.7"
"NEURBIO 106","4.4","Ellen Carpenter","4.5","2.5","2.5","4.5","4.8"
"NEURBIO 106","4.4","Arnold Scheibel","4.4","1.0","1.0","4.4","4.6"
"NEURBIO 88","4.1","Arnold Scheibel","4.1","1.0","1.0","4.7","4.6"
"NEURBIO 298B","4.0","P Bok","5.0","1.6","2.0","4.2","4.4"
"NEURBIO 298B","4.0","Dario Ringach","3.2","2.8","2.7","2.7","3.3"
"NEURBIO M200B","4.0","Joshua Trachtenberg","4.0","1.2","1.5","4.8","4.0"
"NEURBIO M171","N/A","Karen Reue","N/A","N/A","N/A","N/A","N/A"
"NEURBIO M171","N/A","Felix Schweizer","N/A","N/A","N/A","N/A","N/A"
"NEURBIO M227","N/A","Arthur Arnold","N/A","N/A","N/A","N/A","N/A"
"NEURBIO M227","N/A","Paul Micevych","N/A","N/A","N/A","N/A","N/A"
"NEUROSC M145","4.8","Scott Chandler","4.8","4.7","4.7","4.5","4.8"
"NEUROSC 102","4.7","Ellen Carpenter","N/A","N/A","N/A","N/A","N/A"
"NEUROSC 102","4.7","William Grisham","N/A","N/A","N/A","N/A","N/A"
"NEUROSC 102","4.7","Mayumi Prins","N/A","N/A","N/A","N/A","N/A"
"NEUROSC 102","4.7","Arnold Scheibel","4.7","1.0","1.0","4.4","4.8"
"NEUROSC 102","4.7","Dwayne Simmons","N/A","N/A","N/A","N/A","N/A"
"NEUROSC 102","4.7","J Van horn","N/A","N/A","N/A","N/A","N/A"
"NEUROSC 180","4.4","Ellen Carpenter","N/A","N/A","N/A","N/A","N/A"
"NEUROSC 180","4.4","X Liu","N/A","N/A","N/A","N/A","N/A"
"NEUROSC 180","4.4","Joseph Watson","4.4","2.4","2.4","4.0","4.2"
"NEUROSC 180","4.4","X Yang","N/A","N/A","N/A","N/A","N/A"
"NEUROSC 191C","4.3","Ellen Carpenter","4.7","2.7","2.5","4.5","4.5"
"NEUROSC 191C","4.3","Michael Condro","N/A","N/A","N/A","N/A","N/A"
"NEUROSC 191C","4.3","V Coskun","N/A","N/A","N/A","N/A","N/A"
"NEUROSC 191C","4.3","Volkan Coskun","N/A","N/A","N/A","N/A","N/A"
"NEUROSC 191C","4.3","Bruce Kagan","N/A","N/A","N/A","N/A","N/A"
"NEUROSC 191C","4.3","H Kornblum","N/A","N/A","N/A","N/A","N/A"
"NEUROSC 191C","4.3","Harley Kornblum","N/A","N/A","N/A","N/A","N/A"
"NEUROSC 191C","4.3","X Liu","N/A","N/A","N/A","N/A","N/A"
"NEUROSC 191C","4.3","James Waschek","N/A","N/A","N/A","N/A","N/A"
"NEUROSC 191C","4.3","Joseph Watson","4.0","2.9","2.6","3.7","4.6"
"NEUROSC M101B","4.0","L Dreier","3.6","1.6","1.8","3.2","4.4"
"NEUROSC M101B","4.0","Joanna Jen","N/A","N/A","N/A","N/A","N/A"
"NEUROSC M101B","4.0","Thomas Otis","4.3","1.6","2.3","4.6","4.9"
"NEUROSC M101B","4.0","F Schweizer","N/A","N/A","N/A","N/A","N/A"
"NEUROSC M101B","4.0","Felix Schweizer","N/A","N/A","N/A","N/A","N/A"
"NEUROSC M101B","4.0","Joshua Trachtenberg","N/A","N/A","N/A","N/A","N/A"
"NEUROSC 10","3.9","Michael Levine","3.7","2.1","2.1","4.1","3.6"
"NEUROSC 10","3.9","Joseph Watson","4.1","2.7","2.3","3.1","4.1"
"NEUROSC M101C","3.6","David Glanzman","4.7","1.5","1.5","4.3","4.2"
"NEUROSC M101C","3.6","Carlos Grijalva","N/A","N/A","N/A","N/A","N/A"
"NEUROSC M101C","3.6","Barbara Knowlton","N/A","N/A","N/A","N/A","N/A"
"NEUROSC M101C","3.6","Hakwan Lau","N/A","N/A","N/A","N/A","N/A"
"NEUROSC M101C","3.6","Barnett Schlinger","2.3","1.0","1.0","3.8","2.8"
"NEUROSC M101C","3.6","B Schlinger","N/A","N/A","N/A","N/A","N/A"
"NEUROSC M101C","3.6","Kate Wassum","N/A","N/A","N/A","N/A","N/A"
"NEUROSC M101C","3.6","Eran Zaidel","3.7","1.4","1.3","3.7","3.6"
"NEUROSC M101A","3.5","Scott Chandler","3.7","2.6","2.6","3.7","3.8"
"NEUROSC M101A","3.5","Christopher Colwell","N/A","N/A","N/A","N/A","N/A"
"NEUROSC M101A","3.5","Michael Levine","3.3","1.3","1.3","3.7","3.0"
"NEUROSC M101A","3.5","Natik Piri","3.3","1.3","1.5","3.7","3.7"
"NEUROSC M101A","3.5","Stephanie White","N/A","N/A","N/A","N/A","N/A"
"NEUROSC C177","2.5","James Boulter","N/A","N/A","N/A","N/A","N/A"
"NEUROSC C177","2.5","Christopher Evans","2.5","2.0","2.1","2.5","2.5"
"NEUROSC C177","2.5","Christine Grella","N/A","N/A","N/A","N/A","N/A"
"NEUROSC C177","2.5","M Iguchi","N/A","N/A","N/A","N/A","N/A"
"NEUROSC C177","2.5","David Krantz","N/A","N/A","N/A","N/A","N/A"
"NEUROSC C177","2.5","Edythe London","N/A","N/A","N/A","N/A","N/A"
"NEUROSC C177","2.5","K Martin","N/A","N/A","N/A","N/A","N/A"
"NEUROSC C177","2.5","Kelsey Martin","N/A","N/A","N/A","N/A","N/A"
"NEUROSC C177","2.5","R Stevens","N/A","N/A","N/A","N/A","N/A"
"NEUROSC 101L","1.0","James Boulter","N/A","N/A","N/A","N/A","N/A"
"NEUROSC 101L","1.0","Scott Chandler","N/A","N/A","N/A","N/A","N/A"
"NEUROSC 101L","1.0","Volkan Coskun","N/A","N/A","N/A","N/A","N/A"
"NEUROSC 101L","1.0","Mirella Dapretto","N/A","N/A","N/A","N/A","N/A"
"NEUROSC 101L","1.0","Cristina Ghiani","N/A","N/A","N/A","N/A","N/A"
"NEUROSC 101L","1.0","William Grisham","1.0","1.0","1.0","1.0","1.0"
"NEUROSC 101L","1.0","Andrew Hill","N/A","N/A","N/A","N/A","N/A"
