"class_name","class_rating","professor_name","overall","easiness","workload","clarity","helpfulness"
"NEUROSC 101L","1.0","Franklin Krasne","N/A","N/A","N/A","N/A","N/A"
"NEUROSC 101L","1.0","Dario Ringach","N/A","N/A","N/A","N/A","N/A"
"NEUROSC 101L","1.0","Wendy Walwyn","N/A","N/A","N/A","N/A","N/A"
"NEUROSC 191H","N/A","Carlos Cepeda","N/A","N/A","N/A","N/A","N/A"
"NEUROSC 191H","N/A","Joseph Watson","N/A","N/A","N/A","N/A","N/A"
"NEUROSC 192B","N/A","Ellen Carpenter","N/A","N/A","N/A","N/A","N/A"
"NEUROSC 192B","N/A","Karen Cheng","N/A","N/A","N/A","N/A","N/A"
"NEUROSC 375","N/A","Franklin Krasne","N/A","N/A","N/A","N/A","N/A"
"NEUROSC M119L","N/A","Dahlia Zaidel","N/A","N/A","N/A","N/A","N/A"
"NEUROSC M119N","N/A","Stan Schein","N/A","N/A","N/A","N/A","N/A"
"NEUROSC M130","N/A","Tyrone Cannon","N/A","N/A","N/A","N/A","N/A"
"NEUROSC M130","N/A","J. David Jentsch","N/A","N/A","N/A","N/A","N/A"
"NEUROSC M148","N/A","Thomas Otis","N/A","N/A","N/A","N/A","N/A"
"NEUROSC M148","N/A","F Schweizer","N/A","N/A","N/A","N/A","N/A"
"NEUROSC M260","N/A","Franklin Krasne","N/A","N/A","N/A","N/A","N/A"
"NURSING 10","4.8","Marysue Heilemann","4.8","3.8","3.8","4.2","4.2"
"NURSING 20","4.2","Marysue Heilemann","N/A","N/A","N/A","N/A","N/A"
"NURSING 20","4.2","Courtney Lyder","N/A","N/A","N/A","N/A","N/A"
"NURSING 20","4.2","C Pavlish","N/A","N/A","N/A","N/A","N/A"
"NURSING 20","4.2","Stephanie Pavon","N/A","N/A","N/A","N/A","N/A"
"NURSING 20","4.2","H Pieters","4.2","1.3","1.3","4.3","4.7"
"NURSING 170","3.7","J Giger","3.7","3.5","3.8","4.7","4.8"
"NURSING 13","2.5","Catherine Carpenter","2.5","2.5","3.0","2.0","2.0"
"NURSING 13","2.5","Christina Fong","N/A","N/A","N/A","N/A","N/A"
"NURSING 13","2.5","Judith McKelvy","N/A","N/A","N/A","N/A","N/A"
"NURSING 13","2.5","I Yang","N/A","N/A","N/A","N/A","N/A"
"NURSING 172","2.5","M Fongwa","2.5","4.5","4.7","1.0","4.8"
"NURSING 152W","1.0","Catherine Carpenter","N/A","N/A","N/A","N/A","N/A"
"NURSING 152W","1.0","Joyce Graves","N/A","N/A","N/A","N/A","N/A"
"NURSING 152W","1.0","Sally Maliski","N/A","N/A","N/A","N/A","N/A"
"NURSING 152W","1.0","Elizabeth Thomas","N/A","N/A","N/A","N/A","N/A"
"NURSING 152W","1.0","D Wiley","1.0","1.0","1.0","1.0","1.0"
"NURSING 152W","1.0","Dorothy Wiley","N/A","N/A","N/A","N/A","N/A"
"NURSING 171C","1.0","Inese Verzemnieks","N/A","N/A","N/A","N/A","N/A"
"NURSING 171C","1.0","D Wiley","1.0","1.0","1.0","1.0","1.0"
"NURSING 171D","1.0","M Ruiz","N/A","N/A","N/A","N/A","N/A"
"NURSING 171D","1.0","D Wiley","1.0","1.0","1.0","1.0","1.0"
"NURSING 197","1.0","D Wiley","1.0","1.0","1.0","1.0","1.0"
"NURSING 203","1.0","D Wiley","1.0","1.0","1.0","1.0","1.0"
"NURSING 162B","N/A","Barbara Demman","N/A","N/A","N/A","N/A","N/A"
"NURSING 162B","N/A","C Escoto-lloyd","N/A","N/A","N/A","N/A","N/A"
"NURSING 162B","N/A","Janet Mentes","N/A","N/A","N/A","N/A","N/A"
"NURSING 162C","N/A","Barbara Demman","N/A","N/A","N/A","N/A","N/A"
"NURSING 162C","N/A","C Gabster","N/A","N/A","N/A","N/A","N/A"
"NURSING 162C","N/A","Eunice Lee","N/A","N/A","N/A","N/A","N/A"
"NURSING 162C","N/A","Janet Mentes","N/A","N/A","N/A","N/A","N/A"
"NURSING 162C","N/A","Benissa Salem","N/A","N/A","N/A","N/A","N/A"
"NURSING 162D","N/A","Flerida Imperial-Perez","N/A","N/A","N/A","N/A","N/A"
"NURSING 162D","N/A","Silvia Mieure","N/A","N/A","N/A","N/A","N/A"
"NURSING 162D","N/A","Mary Shinnick","N/A","N/A","N/A","N/A","N/A"
"NURSING 164","N/A","Angela Hudson","N/A","N/A","N/A","N/A","N/A"
"NURSING 164","N/A","Tiffany Montgomery","N/A","N/A","N/A","N/A","N/A"
"NURSING 165","N/A","Eufemia Jacob","N/A","N/A","N/A","N/A","N/A"
"NURSING 168","N/A","S Cardin","N/A","N/A","N/A","N/A","N/A"
"NURSING 168","N/A","C Pavlish","N/A","N/A","N/A","N/A","N/A"
"NURSING 169","N/A","Priscilla Taylor","N/A","N/A","N/A","N/A","N/A"
"NURSING 171","N/A","Dave Hanson","N/A","N/A","N/A","N/A","N/A"
"NURSING 171","N/A","Maria Ruiz","N/A","N/A","N/A","N/A","N/A"
"NURSING 171","N/A","Inese Verzemnieks","N/A","N/A","N/A","N/A","N/A"
"NURSING 171","N/A","Dorothy Wiley","N/A","N/A","N/A","N/A","N/A"
"NURSING 173","N/A","P Macey","N/A","N/A","N/A","N/A","N/A"
"NURSING 174","N/A","Barbara Demman","N/A","N/A","N/A","N/A","N/A"
"NURSING 174","N/A","J Fredrickson","N/A","N/A","N/A","N/A","N/A"
"NURSING 174","N/A","C Gabster","N/A","N/A","N/A","N/A","N/A"
"NURSING 174","N/A","Angela Hudson","N/A","N/A","N/A","N/A","N/A"
"NURSING 174","N/A","Maureen Jordan","N/A","N/A","N/A","N/A","N/A"
"NURSING 174","N/A","L Love-bibbero","N/A","N/A","N/A","N/A","N/A"
"NURSING 174","N/A","Silvia Mieure","N/A","N/A","N/A","N/A","N/A"
"NURSING 174","N/A","W Robbins","N/A","N/A","N/A","N/A","N/A"
"NURSING 19","N/A","Janet Mentes","N/A","N/A","N/A","N/A","N/A"
"NURSING 19","N/A","D Woods","N/A","N/A","N/A","N/A","N/A"
"NURSING 203A","N/A","Karabi Nandy","N/A","N/A","N/A","N/A","N/A"
"NURSING 206","N/A","Marysue Heilemann","N/A","N/A","N/A","N/A","N/A"
"NURSING 208","N/A","Barbara Bates-Jensen","N/A","N/A","N/A","N/A","N/A"
"NURSING 211","N/A","Nalo Hamilton","N/A","N/A","N/A","N/A","N/A"
"NURSING 211","N/A","Adrienne Martinez-Hollingsworth","N/A","N/A","N/A","N/A","N/A"
"NURSING 216A","N/A","Andra Friedrichs","N/A","N/A","N/A","N/A","N/A"
"NURSING 216A","N/A","Anna Gawlinski","N/A","N/A","N/A","N/A","N/A"
"NURSING 223","N/A","Inese Verzemnieks","N/A","N/A","N/A","N/A","N/A"
"NURSING 224","N/A","Eunjoo An","N/A","N/A","N/A","N/A","N/A"
"NURSING 224","N/A","Paul Boy","N/A","N/A","N/A","N/A","N/A"
"NURSING 224","N/A","Avni Sheth","N/A","N/A","N/A","N/A","N/A"
"NURSING 225A","N/A","Judith McKelvy","N/A","N/A","N/A","N/A","N/A"
"NURSING 225A","N/A","Sophie Sokolow","N/A","N/A","N/A","N/A","N/A"
"NURSING 226","N/A","Janet Mentes","N/A","N/A","N/A","N/A","N/A"
"NURSING 229B","N/A","Katherine Baker","N/A","N/A","N/A","N/A","N/A"
"NURSING 229B","N/A","Nancy Bush","N/A","N/A","N/A","N/A","N/A"
"NURSING 229B","N/A","Joann Eastwood","N/A","N/A","N/A","N/A","N/A"
"NURSING 229B","N/A","Anna Gawlinski","N/A","N/A","N/A","N/A","N/A"
"NURSING 229B","N/A","John Lazar","N/A","N/A","N/A","N/A","N/A"
"NURSING 229B","N/A","Matthew Moran","N/A","N/A","N/A","N/A","N/A"
"NURSING 229B","N/A","Margaret Stuber","N/A","N/A","N/A","N/A","N/A"
"NURSING 230B","N/A","Dong An","N/A","N/A","N/A","N/A","N/A"
"NURSING 230B","N/A","Judith McKelvy","N/A","N/A","N/A","N/A","N/A"
"NURSING 232","N/A","Janet Mentes","N/A","N/A","N/A","N/A","N/A"
"NURSING 238C","N/A","Jan Fredrickson","N/A","N/A","N/A","N/A","N/A"
"NURSING 238C","N/A","Nancy Pike","N/A","N/A","N/A","N/A","N/A"
"NURSING 239A","N/A","Wendy Johnson","N/A","N/A","N/A","N/A","N/A"
"NURSING 239A","N/A","Colleen Keenan","N/A","N/A","N/A","N/A","N/A"
"NURSING 252","N/A","Paula Belson","N/A","N/A","N/A","N/A","N/A"
"NURSING 252","N/A","Catherine Carpenter","N/A","N/A","N/A","N/A","N/A"
"NURSING 252","N/A","Elizabeth Dixon","N/A","N/A","N/A","N/A","N/A"
"NURSING 254B","N/A","Maureen Jordan","N/A","N/A","N/A","N/A","N/A"
"NURSING 254B","N/A","Angela Williams","N/A","N/A","N/A","N/A","N/A"
"NURSING 264","N/A","Jody Adams-Renteria","N/A","N/A","N/A","N/A","N/A"
"NURSING 264","N/A","John Lazar","N/A","N/A","N/A","N/A","N/A"
"NURSING 264","N/A","Mary Lewis","N/A","N/A","N/A","N/A","N/A"
"NURSING 264","N/A","Anne Rorie","N/A","N/A","N/A","N/A","N/A"
"NURSING 295B","N/A","Eunice Lee","N/A","N/A","N/A","N/A","N/A"
"NURSING 299B","N/A","Felicia Hodge","N/A","N/A","N/A","N/A","N/A"
"NURSING 299B","N/A","Su Jung","N/A","N/A","N/A","N/A","N/A"
"NURSING 3","N/A","Catherine Carpenter","N/A","N/A","N/A","N/A","N/A"
"NURSING 3","N/A","Christina Fong","N/A","N/A","N/A","N/A","N/A"
"NURSING 3","N/A","Judith McKelvy","N/A","N/A","N/A","N/A","N/A"
"NURSING 3","N/A","Matthew Moran","N/A","N/A","N/A","N/A","N/A"
"NURSING 3","N/A","I Yang","N/A","N/A","N/A","N/A","N/A"
"NURSING 416A","N/A","Nancy Bush","N/A","N/A","N/A","N/A","N/A"
"NURSING 416A","N/A","Mary Canobbio","N/A","N/A","N/A","N/A","N/A"
"NURSING 416A","N/A","Anna Gawlinski","N/A","N/A","N/A","N/A","N/A"
"NURSING 416A","N/A","Matthew Moran","N/A","N/A","N/A","N/A","N/A"
"NURSING 416A","N/A","Joan Schleper","N/A","N/A","N/A","N/A","N/A"
"NURSING 416D","N/A","Mary Canobbio","N/A","N/A","N/A","N/A","N/A"
"NURSING 416D","N/A","Stacey Green","N/A","N/A","N/A","N/A","N/A"
"NURSING 416D","N/A","Joan Schleper","N/A","N/A","N/A","N/A","N/A"
"NURSING 429A","N/A","Jody Adams-Renteria","N/A","N/A","N/A","N/A","N/A"
"NURSING 429A","N/A","Sarah Choi","N/A","N/A","N/A","N/A","N/A"
"NURSING 429A","N/A","Colleen Keenan","N/A","N/A","N/A","N/A","N/A"
"NURSING 429A","N/A","Kellie Kell","N/A","N/A","N/A","N/A","N/A"
"NURSING 429A","N/A","Laurie Love-Bibbero","N/A","N/A","N/A","N/A","N/A"
"NURSING 429A","N/A","Deborah Rice","N/A","N/A","N/A","N/A","N/A"
"NURSING 429D","N/A","Kellie Kell","N/A","N/A","N/A","N/A","N/A"
"NURSING 429D","N/A","John Lazar","N/A","N/A","N/A","N/A","N/A"
"NURSING 429D","N/A","Laurie Love-Bibbero","N/A","N/A","N/A","N/A","N/A"
"NURSING 429D","N/A","Deborah Rice","N/A","N/A","N/A","N/A","N/A"
"NURSING 438C","N/A","Amy Lohmann","N/A","N/A","N/A","N/A","N/A"
"NURSING 438C","N/A","Nancy McGrath","N/A","N/A","N/A","N/A","N/A"
"NURSING 439A","N/A","Mary Cadogan","N/A","N/A","N/A","N/A","N/A"
"NURSING 439A","N/A","Young Markham","N/A","N/A","N/A","N/A","N/A"
"NURSING 439A","N/A","Elizabeth Thomas","N/A","N/A","N/A","N/A","N/A"
"NURSING 439D","N/A","Jody Adams-Renteria","N/A","N/A","N/A","N/A","N/A"
"NURSING 439D","N/A","Mary Cadogan","N/A","N/A","N/A","N/A","N/A"
"NURSING 439D","N/A","Young Markham","N/A","N/A","N/A","N/A","N/A"
"NURSING 440","N/A","Amy Lohmann","N/A","N/A","N/A","N/A","N/A"
"NURSING 440","N/A","Nancy McGrath","N/A","N/A","N/A","N/A","N/A"
"NURSING 444","N/A","Theresa Brown","N/A","N/A","N/A","N/A","N/A"
"NURSING 444","N/A","Nancy Bush","N/A","N/A","N/A","N/A","N/A"
"NURSING 444","N/A","Anna Gawlinski","N/A","N/A","N/A","N/A","N/A"
"NURSING 444","N/A","Matthew Moran","N/A","N/A","N/A","N/A","N/A"
"NURSING 444","N/A","Priscilla Taylor","N/A","N/A","N/A","N/A","N/A"
"NURSING 445","N/A","Mary Canobbio","N/A","N/A","N/A","N/A","N/A"
"NURSING 465A","N/A","Will Chou","N/A","N/A","N/A","N/A","N/A"
"NURSING 465A","N/A","Priscilla Taylor","N/A","N/A","N/A","N/A","N/A"
"NURSING 467","N/A","Maureen Jordan","N/A","N/A","N/A","N/A","N/A"
"NURSING 467","N/A","John Lazar","N/A","N/A","N/A","N/A","N/A"
"NURSING 467","N/A","Paola Salgueiro","N/A","N/A","N/A","N/A","N/A"
"NURSING 467","N/A","Priscilla Taylor","N/A","N/A","N/A","N/A","N/A"
"NURSING 467","N/A","Inese Verzemnieks","N/A","N/A","N/A","N/A","N/A"
"NURSING 50","N/A","W Robbins","N/A","N/A","N/A","N/A","N/A"
"NURSING 54A","N/A","Barbara Bates-Jensen","N/A","N/A","N/A","N/A","N/A"
"NURSING 54A","N/A","C Camara","N/A","N/A","N/A","N/A","N/A"
"NURSING 54A","N/A","Catherine Carpenter","N/A","N/A","N/A","N/A","N/A"
"NURSING 54A","N/A","M Woo","N/A","N/A","N/A","N/A","N/A"
"NURSING 54B","N/A","Barbara Bates-Jensen","N/A","N/A","N/A","N/A","N/A"
"NURSING C155","N/A","L Kendrick","N/A","N/A","N/A","N/A","N/A"
"NURSING C155","N/A","Adeline Nyamathi","N/A","N/A","N/A","N/A","N/A"
"NURSING C155","N/A","C Pavlish","N/A","N/A","N/A","N/A","N/A"
"NURSING C160","N/A","C Escoto-lloyd","N/A","N/A","N/A","N/A","N/A"
"NURSING C160","N/A","C Gabster","N/A","N/A","N/A","N/A","N/A"
"NURSING M273","N/A","Linda Garro","N/A","N/A","N/A","N/A","N/A"
"NURSING M290C","N/A","C Escoto-lloyd","N/A","N/A","N/A","N/A","N/A"
"PHILOS 177A","5.0","William Bracken","N/A","N/A","N/A","N/A","N/A"
"PHILOS 177A","5.0","Mandel Cabrera","N/A","N/A","N/A","N/A","N/A"
"PHILOS 177A","5.0","Justin Jennings","5.0","2.0","3.0","4.0","5.0"
"PHILOS 177A","5.0","Gavin Lawrence","N/A","N/A","N/A","N/A","N/A"
"PHILOS C115","4.8","Tyler Burge","4.8","1.2","1.4","4.6","4.6"
"PHILOS C115","4.8","C Burge","N/A","N/A","N/A","N/A","N/A"
"PHILOS C115","4.8","Ira RIchardson","N/A","N/A","N/A","N/A","N/A"
"PHILOS 157A","4.7","C Cogley","4.7","1.2","1.5","4.2","4.0"
"PHILOS 157A","4.7","Ira RIchardson","N/A","N/A","N/A","N/A","N/A"
"PHILOS 115","4.6","Tyler Burge","4.6","1.2","1.0","4.2","4.6"
"PHILOS 129","4.5","Joshua Armstrong","N/A","N/A","N/A","N/A","N/A"
"PHILOS 129","4.5","William Bracken","N/A","N/A","N/A","N/A","N/A"
"PHILOS 129","4.5","Denis Buehler","N/A","N/A","N/A","N/A","N/A"
"PHILOS 129","4.5","C Burge","N/A","N/A","N/A","N/A","N/A"
"PHILOS 129","4.5","Tyler Burge","4.5","1.5","1.4","4.2","4.6"
"PHILOS 129","4.5","Kevin Lande","N/A","N/A","N/A","N/A","N/A"
"PHILOS 129","4.5","Gavin Lawrence","N/A","N/A","N/A","N/A","N/A"
"PHILOS 129","4.5","Adam Masters","N/A","N/A","N/A","N/A","N/A"
"PHILOS 125","4.3","Katrina Elliott","4.7","2.6","2.4","4.6","5.0"
"PHILOS 125","4.3","Sheldon Smith","3.5","1.5","1.2","4.0","3.2"
"PHILOS 125","4.3","Scott Tidwell","N/A","N/A","N/A","N/A","N/A"
"PHILOS 150","4.3","C Cogley","4.3","1.3","1.5","4.8","4.5"
"PHILOS 150","4.3","Diane Kierce","N/A","N/A","N/A","N/A","N/A"
"PHILOS 150","4.3","Ira RIchardson","N/A","N/A","N/A","N/A","N/A"
"PHILOS 150","4.3","Seana Shiffrin","N/A","N/A","N/A","N/A","N/A"
"PHILOS 150","4.3","Ingrid Steinberg","N/A","N/A","N/A","N/A","N/A"
"PHILOS 127B","4.2","David Kaplan","4.2","2.6","2.4","3.6","3.8"
"PHILOS C156","4.2","Jonathan Gingerich","N/A","N/A","N/A","N/A","N/A"
"PHILOS C156","4.2","Alexander Julius","5.0","3.0","4.0","5.0","5.0"
"PHILOS C156","4.2","Gavin Lawrence","N/A","N/A","N/A","N/A","N/A"
"PHILOS C156","4.2","Seana Shiffrin","4.0","1.2","1.5","3.8","3.8"
"PHILOS 6","4.0","Laura Gillespie","N/A","N/A","N/A","N/A","N/A"
"PHILOS 6","4.0","Brian Hutler","N/A","N/A","N/A","N/A","N/A"
"PHILOS 6","4.0","Alexander Julius","3.5","2.8","3.2","2.5","2.0"
"PHILOS 6","4.0","Gavin Lawrence","4.0","3.5","2.5","2.0","2.5"
"PHILOS 6","4.0","Steven Levy","4.8","2.5","2.2","4.8","4.2"
"PHILOS 6","4.0","Hans Lottenbach","4.2","1.6","1.6","4.2","4.0"
"PHILOS 6","4.0","Calvin Normore","3.5","2.3","2.8","3.7","4.2"
"PHILOS 6","4.0","Ira RIchardson","N/A","N/A","N/A","N/A","N/A"
"PHILOS 151A","3.6","Samuel Baker","N/A","N/A","N/A","N/A","N/A"
"PHILOS 151A","3.6","Gavin Lawrence","3.3","1.6","1.9","3.9","3.7"
"PHILOS 151A","3.6","Ira RIchardson","4.2","3.8","4.2","4.0","5.0"
"PHILOS 151A","3.6","J Tannenbaum","N/A","N/A","N/A","N/A","N/A"
"PHILOS 183","3.6","Andrew Hsu","3.6","1.8","1.2","3.2","3.2"
"PHILOS 137","3.5","Alexander Julius","3.5","3.0","2.8","2.5","2.2"
"PHILOS 137","3.5","Terence Parsons","N/A","N/A","N/A","N/A","N/A"
"PHILOS 137","3.5","Luca Struble","N/A","N/A","N/A","N/A","N/A"
"PHILOS 153A","3.5","Anthony Cross","3.0","4.0","3.0","4.0","1.0"
"PHILOS 153A","3.5","Justin Jennings","5.0","1.0","2.0","5.0","5.0"
"PHILOS 153A","3.5","Alexander Julius","3.2","2.2","2.8","2.5","2.5"
"PHILOS 2","3.5","Keith Kaiser","4.2","3.5","3.2","4.2","4.2"
"PHILOS 2","3.5","Terence Parsons","2.5","1.8","1.8","2.8","2.8"
"PHILOS 2","3.5","Alex Rajczi","3.7","1.3","1.3","3.2","3.5"
"PHILOS C110","3.5","John Carriero","3.5","1.7","1.5","3.2","3.7"
"PHILOS C112","3.5","Hans Lottenbach","3.5","1.5","1.5","3.8","3.8"
"PHILOS C112","3.5","Peter Myrdal","N/A","N/A","N/A","N/A","N/A"
"PHILOS 100A","3.4","Samuel Baker","N/A","N/A","N/A","N/A","N/A"
"PHILOS 100A","3.4","Lee Chae","N/A","N/A","N/A","N/A","N/A"
"PHILOS 100A","3.4","Adam Crager","5.0","3.0","3.0","5.0","5.0"
"PHILOS 100A","3.4","Sean Kelsey","3.2","1.5","1.5","4.0","4.8"
"PHILOS 100A","3.4","Gavin Lawrence","3.2","1.8","2.0","3.5","3.8"
"PHILOS 100A","3.4","Calvin Normore","N/A","N/A","N/A","N/A","N/A"
"PHILOS 100A","3.4","William Reckner","N/A","N/A","N/A","N/A","N/A"
"PHILOS 154","3.4","Pamela Hieronymi","2.7","1.8","1.3","2.7","3.0"
"PHILOS 154","3.4","Alexander Julius","N/A","N/A","N/A","N/A","N/A"
"PHILOS 154","3.4","Keith Kaiser","4.4","3.4","3.2","4.2","4.4"
"PHILOS 154","3.4","Calvin Normore","3.4","2.7","2.6","3.3","3.7"
"PHILOS 22","3.4","Gregory Antill","N/A","N/A","N/A","N/A","N/A"
"PHILOS 22","3.4","Katherine Chambers","N/A","N/A","N/A","N/A","N/A"
"PHILOS 22","3.4","Barbara Herman","3.7","1.6","1.7","3.4","4.0"
"PHILOS 22","3.4","Pamela Hieronymi","2.5","1.8","1.5","2.5","2.8"
"PHILOS 22","3.4","Gavin Lawrence","3.2","1.0","1.8","3.2","3.0"
"PHILOS 22","3.4","Ira RIchardson","N/A","N/A","N/A","N/A","N/A"
"PHILOS 22","3.4","J Tannenbaum","N/A","N/A","N/A","N/A","N/A"
"PHILOS 22","3.4","Julie Tannenbaum","3.7","1.3","1.1","4.1","4.6"
"PHILOS 22","3.4","Sabine Tsuruda","N/A","N/A","N/A","N/A","N/A"
"PHILOS 4","3.4","Keith Kaiser","4.5","2.5","3.5","4.2","4.5"
"PHILOS 4","3.4","Alex Rajczi","3.8","1.0","2.0","3.0","3.5"
"PHILOS 4","3.4","Abraham Roth","2.5","2.7","2.5","2.7","3.2"
"PHILOS 100B","3.3","Brian Copenhaver","N/A","N/A","N/A","N/A","N/A"
"PHILOS 100B","3.3","Michelle Gallagher","N/A","N/A","N/A","N/A","N/A"
"PHILOS 100B","3.3","Calvin Normore","3.6","2.4","2.8","3.4","3.6"
"PHILOS 100B","3.3","Mikko Yrjonsuuri","2.0","3.0","5.0","1.0","3.0"
"PHILOS 131","3.3","Christopher Smeenk","3.4","1.6","1.8","3.8","3.4"
"PHILOS 131","3.3","Sheldon Smith","3.2","2.0","1.4","3.6","3.8"
"PHILOS 166","3.3","Daniela Dover","N/A","N/A","N/A","N/A","N/A"
"PHILOS 166","3.3","G Gleb","3.3","1.1","1.6","3.4","3.7"
"PHILOS 166","3.3","L Hodgson","N/A","N/A","N/A","N/A","N/A"
"PHILOS 166","3.3","Brian Hutler","N/A","N/A","N/A","N/A","N/A"
"PHILOS 166","3.3","Matt King","N/A","N/A","N/A","N/A","N/A"
"PHILOS 166","3.3","Gavin Lawrence","N/A","N/A","N/A","N/A","N/A"
"PHILOS 166","3.3","Stephen Nayak-Young","N/A","N/A","N/A","N/A","N/A"
"PHILOS 166","3.3","Alexander Patsaouras","N/A","N/A","N/A","N/A","N/A"
"PHILOS 191","3.3","Remo Bodei","N/A","N/A","N/A","N/A","N/A"
"PHILOS 191","3.3","Anthony Cross","N/A","N/A","N/A","N/A","N/A"
"PHILOS 191","3.3","David Friedell","N/A","N/A","N/A","N/A","N/A"
"PHILOS 191","3.3","Andrew Hsu","3.3","2.0","1.5","3.7","3.5"
"PHILOS 191","3.3","Calvin Normore","N/A","N/A","N/A","N/A","N/A"
"PHILOS 107","3.2","Calvin Normore","3.6","2.6","2.4","3.4","3.9"
"PHILOS 107","3.2","Riccardo Strobino","N/A","N/A","N/A","N/A","N/A"
"PHILOS 107","3.2","Mikko Yrjonsuuri","1.0","2.0","3.0","1.0","1.0"
"PHILOS 127A","3.2","Joseph Almog","2.8","2.7","2.5","2.7","2.7"
"PHILOS 127A","3.2","David Kaplan","3.8","2.5","2.5","3.2","3.2"
"PHILOS 22W","3.2","Barbara Herman","3.0","1.2","1.8","3.5","4.8"
"PHILOS 22W","3.2","Pamela Hieronymi","3.3","2.3","2.3","3.2","3.5"
"PHILOS 22W","3.2","Gavin Lawrence","3.3","1.7","2.0","3.8","3.5"
"PHILOS 22W","3.2","Seana Shiffrin","3.1","1.7","1.6","4.0","3.4"
"PHILOS 495","3.2","Andrew Hsu","3.2","1.5","1.2","3.7","3.3"
"PHILOS 8","3.2","Katrina Elliott","3.0","4.3","4.0","4.3","4.7"
"PHILOS 8","3.2","Gabbrielle Johnson","N/A","N/A","N/A","N/A","N/A"
"PHILOS 8","3.2","Gavin Lawrence","N/A","N/A","N/A","N/A","N/A"
"PHILOS 8","3.2","Christopher Smeenk","3.1","1.3","1.4","3.3","3.7"
"PHILOS 8","3.2","Sheldon Smith","3.3","2.4","2.3","3.5","3.5"
"PHILOS C153B","3.2","Pamela Hieronymi","2.7","1.3","1.6","2.6","3.7"
"PHILOS C153B","3.2","Alexander Julius","4.0","4.0","4.0","3.0","3.0"
"PHILOS C153B","3.2","Gavin Lawrence","3.6","1.9","1.6","3.1","3.6"
"PHILOS 157B","3.1","Joseph Almog","2.2","2.5","2.5","2.5","2.8"
"PHILOS 157B","3.1","Hans Lottenbach","4.0","1.5","1.8","4.0","3.0"
"PHILOS C119","3.1","Deborah Brown","2.8","2.0","2.6","2.6","3.6"
"PHILOS C119","3.1","Andrew Hsu","3.3","1.5","2.0","3.3","3.5"
"PHILOS 100C","3.0","Deborah Brown","2.4","2.7","2.3","2.7","3.6"
"PHILOS 100C","3.0","B Brown","N/A","N/A","N/A","N/A","N/A"
"PHILOS 100C","3.0","John Carriero","3.6","1.7","1.6","3.4","3.3"
"PHILOS 100C","3.0","Calvin Normore","N/A","N/A","N/A","N/A","N/A"
"PHILOS 189","3.0","Deborah Brown","3.0","2.6","2.6","2.8","3.6"
"PHILOS 189","3.0","David Kaplan","N/A","N/A","N/A","N/A","N/A"
"PHILOS 189","3.0","Calvin Normore","N/A","N/A","N/A","N/A","N/A"
"PHILOS C151B","3.0","Barbara Herman","3.0","1.7","1.3","3.7","4.2"
"PHILOS M102","2.9","Samuel Baker","N/A","N/A","N/A","N/A","N/A"
"PHILOS M102","2.9","Lee Chae","N/A","N/A","N/A","N/A","N/A"
"PHILOS M102","2.9","Adam Crager","N/A","N/A","N/A","N/A","N/A"
"PHILOS M102","2.9","Sean Kelsey","3.8","1.2","1.8","3.6","4.6"
"PHILOS M102","2.9","Gavin Lawrence","N/A","N/A","N/A","N/A","N/A"
"PHILOS M102","2.9","A Schmidhauser","2.3","3.0","3.1","1.4","2.4"
"PHILOS 1","2.8","Mariana Anagnostopoulos","3.7","2.7","2.3","3.7","3.2"
"PHILOS 1","2.8","Samuel Cumming","1.3","1.0","1.0","1.6","1.6"
"PHILOS 1","2.8","Sean Kelsey","4.2","1.2","1.5","4.2","4.8"
"PHILOS M101B","2.8","Catherine Atherton","2.8","2.6","2.4","1.6","3.6"
"PHILOS M103A","2.8","David Blank","3.5","1.8","1.5","3.5","3.8"
"PHILOS M103A","2.8","Richard Ellis","N/A","N/A","N/A","N/A","N/A"
"PHILOS M103A","2.8","Daniel Mclean","N/A","N/A","N/A","N/A","N/A"
"PHILOS M103A","2.8","A Schmidhauser","2.0","3.0","3.5","1.5","2.5"
"PHILOS 7","2.7","Joseph Almog","2.6","2.6","2.2","2.6","2.4"
"PHILOS 7","2.7","Gregory Antill","N/A","N/A","N/A","N/A","N/A"
"PHILOS 7","2.7","Joshua Armstrong","N/A","N/A","N/A","N/A","N/A"
"PHILOS 7","2.7","Deborah Brown","2.4","2.6","2.4","2.7","3.6"
"PHILOS 7","2.7","Jason Carnell","N/A","N/A","N/A","N/A","N/A"
"PHILOS 7","2.7","Samuel Cumming","1.4","1.0","1.0","1.6","1.6"
"PHILOS 7","2.7","Jorah Dannenberg","1.7","3.3","3.7","1.3","1.5"
"PHILOS 7","2.7","Mark Greenberg","4.8","2.6","2.2","4.6","4.4"
"PHILOS 7","2.7","Gabriel Greenberg","5.0","4.0","3.5","5.0","5.0"
"PHILOS 7","2.7","Andrew Jewell","N/A","N/A","N/A","N/A","N/A"
"PHILOS 154B","2.6","Pamela Hieronymi","2.6","1.6","1.4","2.4","2.8"
"PHILOS 154B","2.6","Calvin Normore","N/A","N/A","N/A","N/A","N/A"
"PHILOS 170","2.5","Remo Bodei","N/A","N/A","N/A","N/A","N/A"
"PHILOS 170","2.5","William Bracken","N/A","N/A","N/A","N/A","N/A"
"PHILOS 170","2.5","C Burge","N/A","N/A","N/A","N/A","N/A"
